category	paragraph_1	paragraph_2	len_pargraph_1	is_plagiarism	plagiarism_type	cleaned_paragraph_1	cleaned_paragraph_2
history	In 138, as his health had deteriorated steadily, Hadrian left for Baiae, a seaside resort on the Campanian coast. He died in the presence of his adopted son on 10 July. Antoninus succeeded to the throne, finalised Hadrian’s burial arrangements, and Marcus Aurelius held gladiatorial games at Rome. Antoninus had Aurelius’ betrothal to Ceionia Fabia annulled and arranged a marriage between him and Antoninus’ daughter Anna Galeria Faustina (the future Faustina the Younger).	In 138, as his health had deteriorated steadily, Hadrian left for Baiae, a seaside resort on the Campanian coast. He died in the presence of his adopted son on 10 July. Antoninus succeeded to the throne, finalised Hadrian’s burial arrangements, and Marcus Aurelius held gladiatorial games at Rome. Antoninus had Aurelius’ betrothal to Ceionia Fabia annulled and arranged a marriage between him and Antoninus’ daughter Anna Galeria Faustina (the future Faustina the Younger).	4	True	literal	138 health deterior steadili left baiae seasid resort campanian coast die presenc adopt son 10 juli antoninu succeed throne finalis burial arrang marcu aureliu held gladiatori game rome antoninu aureliu betroth ceionia fabia annul arrang marriag antoninu daughter anna galeria faustina futur faustina younger	138 health deterior steadili left baiae seasid resort campanian coast die presenc adopt son 10 juli antoninu succeed throne finalis burial arrang marcu aureliu held gladiatori game rome antoninu aureliu betroth ceionia fabia annul arrang marriag antoninu daughter anna galeria faustina futur faustina younger
economy	"""According to an ANZ Bank analyst, the ASEAN countries will likely structure their economies to match their resource endowments, with Singapore and Malaysia developing """"into service and financial hubs for the region"""" while Indonesia, the Philippines, Thailand and Vietnam move into middle-end manufacturing, while Myanmar, Laos and Cambodia, will leverage on its physical resources for lower-value manufacturing.18 This indicates that no particular industry will see inefficient and large-scale production of any goods or services. Instead, countries largely avoid the narrow concentration of industrial efforts on similar products and focus on their niche areas of production"""	The other input variables are relevant only to sanctioned economies. One of these is bargaining power	2	False	non-plagiarism	accord anz bank analyst asean countri like structur economi match resourc endow singapor malaysia develop servic financi hub region indonesia philippin thailand vietnam move middle-end manufactur myanmar lao cambodia leverag physic resourc lower-valu manufactur 18 indic particular industri see ineffici large-scal product good servic instead countri larg avoid narrow concentr industri effort similar product focu nich area product	input variabl relev sanction economi one bargain power
chemistry	They just don’t mix. Take, for example, a polyethylene detergent jug and its polypropylene cap	They just don’t mix. Take, for example, a polyethylene detergent jug and its polypropylene cap	2	True	literal	dont mix take exampl polyethylen deterg jug polypropylen cap	dont mix take exampl polyethylen deterg jug polypropylen cap
economy	However, disinvestment reduced South African productivity, hamstringing international competitiveness and reducing its ability to earn foreign currency. The negative spiral was reflected in the meager GDP growth rate during the sanction	This basis of development on the European model finds its support in the active constraint of alternative developmental methods by institutions and the operational logic of international institutions. For example, a significant portion of Francophone Africa finds itself tethered to the paternalistic monetary union that ties national currency to the French Franc	2	False	non-plagiarism	howev disinvest reduc south african product hamstring intern competit reduc abil earn foreign currenc neg spiral reflect meager gdp growth rate sanction	basi develop european model find support activ constraint altern development method institut oper logic intern institut exampl signific portion francophon africa find tether paternalist monetari union tie nation currenc french franc
economy	MNCs perceived that any sanction-busting activity would be conspicuous and subject to a serious maximum potential punishment. This expectation was more a result of heightened public awareness than of government authority	MNCs detected that any sanction-busting natural process would be outstanding and subject to a serious maximum prospective penalization This expected value was more a leave of heightened open awareness than of government authority	2	True	structural change	mnc perceiv sanction-bust activ would conspicu subject seriou maximum potenti punish expect result heighten public awar govern author	mnc detect sanction-bust natur process would outstand subject seriou maximum prospect penal expect valu leav heighten open awar govern author
chemistry	The toxin deltamethrin is used around the world in home sprays and bed nets to curb the spread of mosquito-borne diseases like malaria — which kills over 400,000 people each year, according to the World Health Organization. But “mosquitoes the world over are showing resistance to deltamethrin and [similar] compounds,” says Bart Kahr, a crystallographer at New York University who has helped develop a more potent form of deltamethrin by heating it.	One of the biggest bottlenecks in plastic recycling is that every material has to get processed separately. “Most plastics are like oil and water,” says chemist Geoffrey Coates of Cornell University	2	False	non-plagiarism	toxin deltamethrin use around world home spray bed net curb spread mosquito-born diseas like malaria kill 400 000 peopl year accord world health organ mosquito world show resist deltamethrin similar compound bart kahr crystallograph york univers help develop potent form deltamethrin heat	one biggest bottleneck recycl everi materi get process separ like oil water chemist geoffrey coat cornel univers
economy	Being an advanced economy, Singapore is attractive to many foreign workers around the world. This ranges from lower-value employment such as in construction and the service industry, of which most workers tend to be from neighbouring ASEAN countries and South Asia, to high-value employment in sectors such as banking and Information Technology (IT).25 Such workers can come from any part of the world, with the critical distinction being their professional qualifications and experience. Due to rapid development, alignment with comparative advantage, and a small labour force, Singapore has relied on foreigners to fill gaps in the various sectors, with most of them found in the lower-value sectors.26 The reason for this is that, since Singapore's only valuable resource endowment is human capital, such capital must be upgraded to be of higher value in order to sustain the economy's development.27 As such, labour shortages are found more in the sectors of construction and ancillary public services such as cleaning.	Being an advanced economy, Singapore is attractive to many foreign workers around the world. This ranges from lower-value employment such as in construction and the service industry, of which most workers tend to be from neighbouring ASEAN countries and South Asia, to high-value employment in sectors such as banking and Information Technology (IT).25 Such workers can come from any part of the world, with the critical distinction being their professional qualifications and experience. Due to rapid development, alignment with comparative advantage, and a small labour force, Singapore has relied on foreigners to fill gaps in the various sectors, with most of them found in the lower-value sectors.26 The reason for this is that, since Singapore's only valuable resource endowment is human capital, such capital must be upgraded to be of higher value in order to sustain the economy's development.27 As such, labour shortages are found more in the sectors of construction and ancillary public services such as cleaning.	3	True	literal	advanc economi singapor attract mani foreign worker around world rang lower-valu employ construct servic industri worker tend neighbour asean countri south asia high-valu employ sector bank inform technolog 25 worker come part world critic distinct profession qualif experi due rapid develop align compar advantag small labour forc singapor reli foreign fill gap variou sector found lower-valu sector 26 reason sinc singapor valuabl resourc endow human capit capit must upgrad higher valu order sustain economi develop 27 labour shortag found sector construct ancillari public servic clean	advanc economi singapor attract mani foreign worker around world rang lower-valu employ construct servic industri worker tend neighbour asean countri south asia high-valu employ sector bank inform technolog 25 worker come part world critic distinct profession qualif experi due rapid develop align compar advantag small labour forc singapor reli foreign fill gap variou sector found lower-valu sector 26 reason sinc singapor valuabl resourc endow human capit capit must upgrad higher valu order sustain economi develop 27 labour shortag found sector construct ancillari public servic clean
environment	Growth in consumption of coal and oil could end by 2020 due to increased uptake of renewables and natural gas. As of 2020, in most countries, photovoltaic solar and onshore wind are the cheapest forms of building new electricity-generating plants.	Growth in economic consumption of coal and oil could destruction aside 2020 cod to increased uptake of renewables and natural gas equally of 2020 in almost countries electrical phenomenon solar and onshore wind ar the cheapest forms of building original electricity-generating plants 	2	True	structural change	growth consumpt coal oil could end 2020 due increas uptak renew natur ga 2020 countri photovolta solar onshor wind cheapest form build electricity-gener plant	growth consumpt coal oil could destruct asid 2020 cod increas uptak renew natur ga equal 2020 almost countri electr phenomenon solar onshor wind ar cheapest form build origin electricity-gener plant
chemistry	Some people propose replacing plastics with biodegradable materials, but those replacements are generally not as strong or cheap to make as plastics (SN: 6/22/19, p. 18)	The researchers used infrared light to set bifluoride ions vibrating and measured the hydrogen atoms’ response, revealing a series of energy levels at which the hydrogen atoms vibrated. For a typical hydrogen bond, the spacing between those energy levels would decrease as the atom climbed further up the energy ladder	2	False	non-plagiarism	peopl propos replac biodegrad materi replac gener strong cheap make sn 6 22 p 18	research use infrar light set bifluorid ion vibrat measur atom respons reveal seri level atom vibrat typic bond space level would decreas atom climb ladder
environment	In 2014 global wind power capacity expanded 16% to 369,553 MW. Yearly wind energy production is also growing rapidly and has reached around 4% of worldwide electricity usage, 11.4% in the EU, and it is widely used in Asia, and the United States	More prescriptive methods that can reduce greenhouse gases include vehicle efficiency standards, renewable fuel standards, and air pollution regulations on heavy industry. Renewable portfolio standards have been enacted in several countries requiring utilities to increase the percentage of electricity they generate from renewable sources.	2	False	non-plagiarism	2014 global wind power capac expand 16 369 553 mw yearli wind product also grow rapidli reach around 4 worldwid electr usag 11 4 eu wide use asia unit state	prescript method reduc greenhous gase includ vehicl effici standard renew fuel standard air pollut regul heavi industri renew portfolio standard enact sever countri requir util increas percentag electr gener renew sourc
health	"""The doubters and deniers are empowered by the Internet (online, nobody knows you're not a doctor) and helped by the mainstream media, which has an interest in pumping up bad science to create a """"debate"""" where there should be none."""	"""The internet ( authorized the doubters and deniers online( nonentity knows you're not a doctor) and helped away the mainstream media which has Associate in Nursing interest in pumping up sorry skill to create A """"debate"""" where in that location should live no """	1	True	structural change	doubter denier empow internet onlin nobodi know doctor help mainstream media interest pump bad scienc creat debat none	internet author doubter denier onlin nonent know doctor help away mainstream media associ nurs interest pump sorri skill creat debat locat live
environment	While some mandatory emission reduction schemes exclude forest projects, these projects flourish in the voluntary markets. A major criticism concerns the imprecise nature of GHG sequestration quantification methodologies for forestry projects	Global sea level is rising as a consequence of glacial melt, melt of the ice sheets in Greenland and Antarctica, and thermal expansion. Between 1993 and 2017, the rise increased over time, averaging 3.1 ± 0.3 mm per year. Over the 21st century, the IPCC projects that in a very high emissions scenario the sea level could rise by 61–110 cm. Increased ocean warmth is undermining and threatening to unplug Antarctic glacier outlets, risking a large melt of the ice sheet and the possibility of a 2-meter sea level rise by 2100 under high emissions.	2	False	non-plagiarism	mandatori emiss reduct scheme exclud forest project project flourish voluntari market major critic concern imprecis natur ghg sequestr quantif methodolog forestri project	global sea level rise consequ glacial melt melt ice sheet greenland antarctica thermal expans 1993 2017 rise increas time averag 3 1 0 3 mm per year 21st centuri ipcc project high emiss scenario sea level could rise 61110 cm increas ocean warmth undermin threaten unplug antarct glacier outlet risk larg melt ice sheet possibl 2-meter sea level rise 2100 high emiss
geography	Landscape planners are concerned with landscape planning for the location, scenic, ecological and recreational aspects of urban, rural, and coastal land use. Their work is embodied in written statements of policy and strategy, and their remit includes master planning for new developments, landscape evaluations and assessments, and preparing countryside management or policy plans. Some may also apply an additional specialism such as landscape archaeology or law to the process of landscape planning.	As early as 1500 BCE, Polynesian navigators in the Pacific Ocean used complex maps made of tiny sticks and shells that represented islands and ocean currents they would encounter on their voyages. Today, satellites placed into orbit by the U.S. Department of Defense communicate with receivers on the ground called global positioning system (GPS) units to instantly identify exact locations on Earth.	3	False	non-plagiarism	planner concern plan locat scenic ecolog recreat aspect urban rural coastal land use work embodi written statement polici strategi remit includ master plan develop evalu assess prepar countrysid manag polici plan may also appli addit special archaeolog law process plan	earli 1500 bce polynesian navig pacif ocean use complex map made tini stick shell repres island ocean current would encount voyag today satellit place orbit u depart defens commun receiv ground call global posit system gp unit instantli identifi exact locat earth
chemistry	In standard zinc-air cells, the electrolyte is a high-pH substance, containing ingredients like potassium hydroxide. Oxygen from the air enters the cathode, where the gas reacts with water from the electrolyte to form hydroxide	Polyethylene is a long molecule, in which hydrogen atoms are connected to a carbon backbone that can be thousands of carbon atoms long. The platinum is good at breaking carbon-hydrogen bonds, Scott says. “When you do that, you generate hydrogen in the reactor, and the platinum catalyst can use the hydrogen to break the carbon-carbon bonds [in the molecule backbone]. So it actually chops the chain into smaller pieces.”	2	False	non-plagiarism	standard zinc-air electrolyt high-ph substanc contain ingredi like potassium hydroxid oxygen air enter cathod ga react water electrolyt form hydroxid	polyethylen long molecul atom connect backbon thousand atom long platinum good break carbon-hydrogen bond scott gener reactor platinum catalyst use break carbon-carbon bond molecul backbon actual chop chain smaller piec
history	Les colonies latines de Narbonnaise: un nouveau document d’Arles mentionnant la Colonia Julia Augusta Avennio. Gallia, Vol	Marcus became M. Aelius Aurelius Verus and Lucius became L	2	False	non-plagiarism	le coloni latin de narbonnais un nouveau document darl mentionn la colonia julia augusta avennio gallia vol	marcu becam aeliu aureliu veru luciu becam l
health	That in turn drives hunger and overeating. In other words the constant hunger and fatigue suffered by Camacho and other dieters may be symptoms of being overweight, rather than the cause of the problem	The new generation of antipsychotics, such as Risperdal, Zyprexa, and Seroquel, has replaced cholesterol-lowering agents as the top-selling class of drugs in the US.	2	False	non-plagiarism	turn drive hunger word constant hunger fatigu suffer camacho dieter may symptom overweight rather caus problem	gener antipsychot risperd zyprexa seroquel replac cholesterol-low agent top-sel class drug us
geography	Landscape architecture is a multi-disciplinary field, incorporating aspects of urban design, architecture, geography, ecology, civil engineering, structural engineering, horticulture, environmental psychology, industrial design, soil sciences, botany, and fine arts. The activities of a landscape architect can range from the creation of public parks and parkways to site planning for campuses and corporate office parks; from the design of residential estates to the design of civil infrastructure; and from the management of large wilderness areas to reclamation of degraded landscapes such as mines or landfills	If more energy goes out, the energy budget is negative and earth experiences cooling. Climate change also influences the average sea level.	2	False	non-plagiarism	architectur multi-disciplinari field incorpor aspect urban design architectur geographi ecolog civil engin structur engin horticultur environment psycholog industri design soil scienc botani fine art activ architect rang creation public park parkway site plan campus corpor offic park design residenti estat design civil infrastructur manag larg wilder area reclam degrad landscap mine landfil	goe budget neg earth experi cool chang also influenc averag sea level
health	These are the questions, among others, that concern the authors of the three provocative books under review here. They come at the questions from different backgrounds—Irving Kirsch is a psychologist at the University of Hull in the UK, Robert Whitaker a journalist and previously the author of a history of the treatment of mental illness called Mad in America (2001), and Daniel Carlat a psychiatrist who practices in a Boston suburb and publishes a newsletter and blog about his profession.	Those experiments were the basis of Salvador Camacho’s daily calorific arithmetic.	2	False	non-plagiarism	question among concern author three provoc book review come question differ backgroundsirv kirsch psychologist univers hull uk robert whitak journalist previous author histori treatment mental ill call mad america 2001 daniel carlat psychiatrist practic boston suburb publish newslett blog profess	experi basi salvador camacho daili calorif arithmet
history	The letters were inscribed on slabs of Pentelic marble in Athens in AD 121.	A Short History of Byzantium. John Julius Norwich. Alfred A Knopf, New York, 1997. This thick single volume is an abbreviated version, based on a great three volume work.	1	False	non-plagiarism	letter inscrib slab pentel marbl athen ad 121	short histori byzantium john juliu norwich alfr knopf york 1997 thick singl volum abbrevi version base great three volum work
economy	The Venezuelan government maintained a monopoly on oil production by distributing the benefits and, therefore, feeding a relationship of dependency among citizens and private interests who, over time, became accustomed to thinking of oil wealth as something the government guarantees and thus its absence was deeply destructive.	In February, a former manager of operations of Petrobras revealed that the Worker's Party had received somewhere between US$ 150 to US$ 200 million in one bribery contract (MPF, 2016). A few months later, as the investigation reached its twelfth phase, Folha de São Paulo, a renowned newspaper in Brazil, published an interview with Ricardo Pessoa, a contractor CEO who claimed that his company had donated R$ 7.5 million to Dilma Rousseff's reelection campaign (MPF, 2016).	1	False	non-plagiarism	venezuelan govern maintain monopoli oil product distribut benefit therefor feed relationship depend among citizen privat interest time becam accustom think oil wealth someth govern guarante thu absenc deepli destruct	februari former manag oper petrobra reveal worker parti receiv somewher us 150 us 200 million one briberi contract mpf 2016 month later investig reach twelfth phase folha de paulo renown newspap brazil publish interview ricardo pessoa contractor ceo claim compani donat r 7 5 million dilma rousseff reelect campaign mpf 2016
covid19	The overall mortality of SARS-CoV-2 infection in Italy was 11.6%; a worse outcome is reported in patients with chronic diseases and cardiovascular comorbidity [28]. Consistent with previous reports [24, 25], our population showed an elevated death rate (22.2% in patients with decompensated renal failure, 38.0% in dialysis patients, and 31.2% in transplant recipients), confirming the fragility of chronic nephropathic patients, in spite of the timely therapy against COVID-19 given in most of the cases and the reduction of immunosuppression in transplanted patients. Sadly, the work suffers from the heterogeneity of therapeutic intervention for COVID-19, mainly related to the period in which the study was conducted, the early stages of the pandemic outbreak in Italy, when a reference treatment scheme was not well defined yet.	Considering that transplant recipients were advised to shield in the UK months earlier than the general population and their generally more cautious attitude to limit exposure to infections, the authors of the study predicted a much lower exposure rate. However, the fact that family members may not always be as careful as the transplant recipients makes this conclusion hard to substantiate.	3	False	non-plagiarism	overal mortal sars-cov-2 itali 11 6 wors outcom report chronic diseas cardiovascular comorbid 28 consist previou report 24 25 popul show elev death rate 22 2 decompens renal failur 38 0 dialysi 31 2 transplant recipi confirm fragil chronic nephropath spite time therapi covid-19 given case reduct immunosuppress transplant sadli work suffer heterogen therapeut intervent covid-19 mainli relat period conduct earli stage pandem outbreak itali refer treatment scheme well defin yet	consid transplant recipi advis shield uk month earlier gener popul gener cautiou attitud limit exposur infect author predict much lower exposur rate howev fact famili member may alway care transplant recipi make conclus hard substanti
history	Marcus’ year of birth, 121, was known in the Roman records as the year when his grandfather, Marcus Annius Verus, was consul for the second time. Verus was a close friend of Hadrian and would assume a third consulship in 126, an enormous mark of honour	Marcus’ year of nascence 121 was best-known in the Roman records as the year when his grandfather Marcus Annius Verus was consul for the second time Verus was type A close friend of Hadrian and would take up A one-third consulship in 126 Associate in Nursing enormous soft touch of honour	2	True	structural change	marcu year birth 121 known roman record year grandfath marcu anniu veru consul second time veru close friend would assum third consulship 126 enorm mark honour	marcu year nascenc 121 best-known roman record year grandfath marcu anniu veru consul second time veru type close friend would take one-third consulship 126 associ nurs enorm soft touch honour
economy	Unemployment and inflation remains high, investments remain low, and the Brazilian Real continues depreciated. Since his inauguration, Temer dedicated most of his time and effort to get Bill 241 approved in Congress	Since his inauguration, Temer dedicated most of his time and effort to get Bill 241 approved in Congress	2	True	partial literal	unemploy inflat remain high invest remain low brazilian real continu depreci sinc inaugur temer dedic time effort get bill 241 approv congress	sinc inaugur temer dedic time effort get bill 241 approv congress
geography	This was inspired by his observations comparing the Old and New World, as he determined distinct variations of species from the two regions. Buffon believed there was a single species creation event, and that different regions of the world were homes for varying species, which is an alternate view than that of Linnaeus	The geographic perspective helped show where Americans were moving, why they were moving there, and how their new living places affected their lives, their relationships with others, and their interactions with the environment.	2	False	non-plagiarism	inspir observ compar old world determin distinct variat speci two region buffon believ singl speci creation event differ region world home vari speci altern view linnaeu	geograph perspect help show american move move live place affect live relationship interact environ
environment	Dams can usefully create reservoirs and hydroelectric power. However, reservoirs and dams may negatively impact the environment and wildlife	Dams can be useful for making reservoirs and hydroelectric power. However, reservoirs and dams can have a negative impact on the environment and wildlife 	2	True	paraphrase	dam use creat reservoir hydroelectr power howev reservoir dam may neg impact environ wildlif	dam use make reservoir hydroelectr power howev reservoir dam neg impact environ wildlif
history	Looking at art and thinking about the role of art in both the past and in modern society is vitally important to me. Fourth, I am writing from the perspective of someone with a family background in the Middle East (my mother was Assyrian), who also happens to have a decidedly left leaning political and social perspective.	Candace H. Smith, in The Hellenistic Philosophers Volume I, provides an illustration in accordance with this portrayal (see here).	2	False	non-plagiarism	look art think role art past modern societi vital import fourth write perspect someon famili background middl east mother assyrian also happen decidedli left lean polit social perspect	candac h smith hellenist philosoph volum provid illustr accord portray see
environment	The carbon footprint is one part of the ecological footprint. Carbon footprints are more focused than ecological footprints since they measure merely emissions of gases that cause climate change into the atmosphere.	Scenarios of global greenhouse gas emissions. If all countries achieve their current Paris Agreement pledges, average warming by 2100 would still significantly exceed the maximum 2°C target set by the Agreement.	2	False	non-plagiarism	footprint one part ecolog footprint footprint focus ecolog footprint sinc measur mere emiss gase caus chang atmospher	scenario global greenhous ga emiss countri achiev current pari agreement pledg averag warm 2100 would still significantli exceed maximum 2c target set agreement
history	Two Hadrianic stone inscriptions (CIL XIII, 1623) found on the Gier Aqueduct southwest of Lyon refer to a ban on cultivating land near the aqueduct. Hadrian prohibited ploughing, sowing and planting in the grounds reserved for the aqueduct’s protection to preserve the channel from any damage and avoid the water being polluted	Although no inscription confirms the presence of Hadrian at Lugdunum, his itinerary along the Rhône Valley can hardly have omitted the capital of the Three Gauls (Tres Galliae). A stay there would have been unavoidable, with some modern scholars even suggesting that he wintered there in 121/122	2	False	non-plagiarism	two stone inscript cil xiii 1623 found gier aqueduct southwest lyon refer ban cultiv land near aqueduct prohibit plough sow plant ground reserv aqueduct protect preserv channel damag avoid water pollut	although inscript confirm presenc lugdunum itinerari along rhne valley hardli omit capit three gaul tre gallia stay would unavoid modern scholar even suggest winter 121 122
economy	Retrieved from http://link.springer.com/chapter/10.1057/978-1-137-53377-7_13	Retrieved from http://link impost com/chapter/10 1057/978-1-137-53377-7_13	1	True	structural change	retriev	retriev impost com chapter 10 1057 978-1-137-53377-7 13
economy	We are forced to ask how a purely positivistic and intuitive science can develop out of an analysis of the individual, yet in the same stroke ignore the various aspects of the human condition that are essential renderings of understanding particular individuals? The answer to this question is that it cannot and that the ontological grounding that neoclassical economics and subsequently the Utilitarian Theory of Value cannot be used in an economic inquiry concerned with empirical reality and the social complexes that form it. If the Utilitarian Theory of Value fails to obtain when considered in tandem with the socio-cultural nexuses that operate on the individual, we are left to develop an alternative theory of value; one that does not universalize, but instead focuses on the contextual elements that hold influence over people. I begin to develop one such contextualized theory of valuation in the following sections of this paper, however, let this not be a flattening and pegging of value to abstract numerical continuum as represented in economics literature. I intend this theory of value (or valuation properly) to exist and interact with various others that escape its domain.	We are forced to ask how a purely positivistic and intuitive science can develop out of an analysis of the individual, yet in the same stroke ignore the various aspects of the human condition that are essential renderings of understanding particular individuals? The answer to this question is that it cannot and that the ontological grounding that neoclassical economics and subsequently the Utilitarian Theory of Value cannot be used in an economic inquiry concerned with empirical reality and the social complexes that form it. If the Utilitarian Theory of Value fails to obtain when considered in tandem with the socio-cultural nexuses that operate on the individual, we are left to develop an alternative theory of value; one that does not universalize, but instead focuses on the contextual elements that hold influence over people. I begin to develop one such contextualized theory of valuation in the following sections of this paper, however, let this not be a flattening and pegging of value to abstract numerical continuum as represented in economics literature. I intend this theory of value (or valuation properly) to exist and interact with various others that escape its domain.	4	True	literal	forc ask pure positivist intuit scienc develop analysi individu yet stroke ignor variou aspect human condit essenti render understand particular individu answer question cannot ontolog ground neoclass econom subsequ utilitarian theori valu cannot use inquiri concern empir realiti social complex form utilitarian theori valu fail obtain consid tandem socio-cultur nexus oper individu left develop altern theori valu one univers instead focus contextu element hold influenc peopl begin develop one contextu theori valuat follow section paper howev let flatten peg valu abstract numer continuum repres econom literatur intend theori valu valuat properli exist interact variou escap domain	forc ask pure positivist intuit scienc develop analysi individu yet stroke ignor variou aspect human condit essenti render understand particular individu answer question cannot ontolog ground neoclass econom subsequ utilitarian theori valu cannot use inquiri concern empir realiti social complex form utilitarian theori valu fail obtain consid tandem socio-cultur nexus oper individu left develop altern theori valu one univers instead focus contextu element hold influenc peopl begin develop one contextu theori valuat follow section paper howev let flatten peg valu abstract numer continuum repres econom literatur intend theori valu valuat properli exist interact variou escap domain
environment	Biomass can be converted to other usable forms of energy such as methane gas or transportation fuels such as ethanol and biodiesel. Rotting garbage, and agricultural and human waste, all release methane gas – also called landfill gas or biogas	Biomass rump follow converted to other usable forms of vigor such arsenic methane gas OR transportation fuels such American Samoa fermentation alcohol and biodiesel putrefaction garbage and cultivation and human waste every release methane gas – too titled landfill gas operating room biogas	2	True	structural change	biomass convert usabl form methan ga transport fuel ethanol biodiesel rot garbag agricultur human releas methan ga also call landfil ga bioga	biomass rump follow convert usabl form vigor arsen methan ga transport fuel american samoa ferment alcohol biodiesel putrefact garbag cultiv human everi releas methan ga titl landfil ga oper room bioga
environment	As an energy source, biomass can either be used directly via combustion to produce heat, or indirectly after converting it to various forms of biofuel. Conversion of biomass to biofuel can be achieved by different methods which are broadly classified into: thermal, chemical, and biochemical methods	As an energy source, biomass can either be used directly via combustion to produce heat, or indirectly after converting it to various forms of biofuel	2	True	partial literal	sourc biomass either use directli via combust produc heat indirectli convert variou form biofuel convers biomass biofuel achiev differ method broadli classifi thermal chemic biochem method	sourc biomass either use directli via combust produc heat indirectli convert variou form biofuel
environment	"""Max Weber mentioned the end of fossil fuel in the concluding paragraphs of his Die protestantische Ethik und der Geist des Kapitalismus (The Protestant Ethic and the Spirit of Capitalism), published in 1905. Development of solar engines continued until the outbreak of World War I. The importance of solar energy was recognized in a 1911 Scientific American article: """"in the far distant future, natural fuels having been exhausted  will remain as the only means of existence of the human race""""."""	"""The importance of solar energy was recognized in a 1911 Scientific American article: """"in the far distant future, natural fuels having been exhausted  will remain as the only means of existence of the human race""""."""	3	True	partial literal	max weber mention end fossil fuel conclud paragraph die protestantisch ethik und der geist de kapitalismu protest ethic spirit capit publish 1905 develop solar engin continu outbreak world war import solar recogn 1911 scientif american articl far distant futur natur fuel exhaust remain mean exist human race	import solar recogn 1911 scientif american articl far distant futur natur fuel exhaust remain mean exist human race
economy	Corporate outsourcing could have a positive impact by directly forcing Japanese workers to seek new opportunities. Despite the negative effects the deal will have short term, it will accomplish what Abe set out to do-to: jumpstart the stagnant Japanese economy by giving more opportunities for Japan to increase its exports	While it may seem wise to disaggregate public punishment and government punishment, this is not necessary.	2	False	non-plagiarism	corpor outsourc could posit impact directli forc japanes worker seek opportun despit neg effect deal short term accomplish abe set do-to jumpstart stagnant japanes economi give opportun japan increas export	may seem wise disaggreg public punish govern punish necessari
covid19	Context: Chronic immunosuppression is associated with an increased risk of opportunistic infections. Although kidney transplant recipients with coronavirus disease 2019 (COVID-19) have higher mortality than the general population, data on their risk of infection with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) are unknown	Context: prolonged immunosuppression is associated with an increased danger of opportunist infections Although kidney transplant recipients with coronavirus disease 2019 (COVID-19) have higher death rate than the general population information on their risk of infection with stark incisive respiratory syndrome coronavirus 2 (SARS-CoV-2) are unknown	2	True	structural change	context chronic immunosuppress associ increas risk opportunist infect although kidney transplant recipi coronaviru diseas 2019 covid-19 higher mortal gener popul data risk sever acut respiratori syndrom coronaviru 2 sars-cov-2 unknown	context prolong immunosuppress associ increas danger opportunist infect although kidney transplant recipi coronaviru diseas 2019 covid-19 higher death rate gener popul inform risk stark incis respiratori syndrom coronaviru 2 sars-cov-2 unknown
environment	Ecosystems adapt to climate change, a process that can be supported by human intervention. Possible responses include increasing connectivity between ecosystems, allowing species to migrate to more favourable climate conditions and species relocation	Ecosystem adapts with climate change, a process that can be supported by human intervention. The possibility of responses includes increased connectivity between ecosystems, allowing species to migrate to climate conditions and relocation of more profitable species 	2	True	paraphrase	ecosystem adapt chang process support human intervent possibl respons includ increas connect ecosystem allow speci migrat favour condit speci reloc	ecosystem adapt chang process support human intervent possibl respons includ increas connect ecosystem allow speci migrat condit reloc profit speci
environment	The United States conducted much early research in photovoltaics and concentrated solar power. The U.S. is among the top countries in the world in electricity generated by the Sun and several of the world's largest utility-scale installations are located in the desert Southwest.	The United States conducted much other research in photovoltaics and concentrated solar mightiness The U mho is among the top countries in the world in electrical energy generated by the Sun and several of the world's largest utility-scale installations ar settled in the desert Southwest 	3	True	structural change	unit state conduct much earli research photovolta concentr solar power u among top countri world electr gener sun sever world largest utility-scal instal locat desert southwest	unit state conduct much research photovolta concentr solar mighti u mho among top countri world electr gener sun sever world largest utility-scal instal ar settl desert southwest
economy	However, LAC are still strongly constrained by their natural resource centric productive structures, and income inequality has remained high despite comparable per capita economic output. To understand this trend, it would be beneficial to compare individual nations in the two regions and explore how their economic and political development have impacted the level of income inequality.	However Their rude resourcefulness central fur-bearing structures powerfully constrained LAC. and income inequality has remained high despite same per capita economic output To understand this trend it would atomic number 4 beneficial to equate individual nations in the two regions and research how their worldly and semipolitical developing have impacted the flat of income inequality 	2	True	structural change	howev lac still strongli constrain natur resourc centric product structur incom inequ remain high despit compar per capita output understand trend would benefici compar individu nation two region explor polit develop impact level incom inequ	howev rude resourc central fur-bear structur power constrain lac incom inequ remain high despit per capita output understand trend would atom number 4 benefici equat individu nation two region research worldli semipolit develop impact flat incom inequ
chemistry	aegypti, while it took the original spray over three hours.	aegypti, while it took the original spray over three hours.	1	True	partial literal	aegypti took origin spray three hour	aegypti took origin spray three hour
economy	Hidalgo, C. A., & Hausmann, R	A., & Hausmann, R	2	True	partial literal	hidalgo c hausmann r	hausmann r
